user,ulasan,rating,label,tanggal
Erny rosari Sitanggang,"Smoga kedepannya lebih baik,dan tentunya lbih bnyak free ongkir😂krna ke daerah saya ongkir sngat mahal,bisa lebih mahal dri barang yg mau di beli,..jdi tidak pernah bsa ikutan flash sale krna mahalan ongkir jdinya😁",5,positif,11 Maret 2021
Maulida Meli04,"Iii aku gk suka sama apk ini,karena ini racun bngt pengen shopping melulu😂🤣 Pengirimn cepat dan brg aman,suka bngt,diskon juga bnyk lo ayok blnja di shoppe😁😁",5,positif,24 Februari 2021
Aqie Lufthy,"Hemm belanja puas.. di jamin barang bagus & baik sesuai diskripsi ""saler"" nya. Mantaaaap",5,positif,26 Februari 2021
Susiana Wu,Senang sekali dapat berbelanja di sini.. gampang.. byk free ongkir dan tdk ribet..,5,positif,12 Maret 2021
Mama zafran,"Alhamdulillah dari awal mengunakan shopee,saya merasa sangt terbantu.mau blnja2 gk perlu repot.banyak gratis ongkir dan cashbackny.mau pilih2 barang gampang,tertera jelas ulasan2 dr pembeli2 sebelumnya jd bisa lebih selektif memilih toko dan kualitas barangny.cuma 1 kendalany semenjk d update aplikasiny sering tiba2 error.mungkin pihak shopee bisa memperbaikinya.terima kasih 😊😊",5,positif,27 Februari 2021
Gresy Wahyu Abudi,Aplikasi yg sangat membantu untuk menhual belikan barang yg disuka maupun barang yg mau akan dijual kembali,5,positif,06 Maret 2021
feri windarko,"Pengiriman cpt,, barang sesuai yg di pesan,,packing rapih,, pokoknya Shopee mantap 🙏🙏",5,positif,13 Maret 2021
cing ali,Sangat membantu untuk mencari sesuatu yang kita inginkan Tingkatkan terus pelayanan agar konsumen merasa puas,5,positif,15 Maret 2021
Carmila Alatas,Puas belanja di Shopee...pengirimannya jg cepat...Respon Csnya jg cepat...pda saat meminta bantuan...pertahankan pelayanannya...👍👍👍👍👍,5,positif,25 Februari 2021
Dicky Zulkarnaen,Ok bagus dan saya sangat suka klu dapat gratis ongkir karena saya sering belanja di shopee.the best lah shopee,5,positif,06 Maret 2021
Lisa Umami,"Suka banget sama aplikasi shopee,, sangat membantu ketika saya butuh sesuatu,,,,🥰🥰",5,positif,01 Maret 2021
Reza Setiawan,Jangan khawatir kecewa di shopee kalau belanja. Karena shopee selalu benar dengan yg di promokan.,5,positif,11 Maret 2021
Maulana Hidayat,"Aplikasinya bagus banget,lebih bagus lagi di tambahkan shopeepaylater saya biar bisa belanja banyak😁",5,positif,09 Maret 2021
Asrah Susanti,"Shopee gak ada duanya deh, bagi saya, selalu puas dgn produk2nya, murah tapi gak murahan. Apalagi aq dikasih kemudahan dgn pembayaran Shopeepay later makin bertambah betah belanja di Shopee...kadang aq telat bayar tapi selalu ada kompromi utk kemudahan pembayaran...pokoknya the best deh dan semoga bisa berlangganan lebih lama. Terima kasih Shopee",5,positif,16 Februari 2021
Lawdie Lintang,"Sangat Membantu dan Bermanfaat, Terima kasih banyak Shopee. Terbaik Sepanjang masa God Bless Us",5,positif,05 Maret 2021
Wayan Dibia,Saya beli csing datang tapi ada kesalahan csingnya terlalu kaku pencet vulume pu arus pakai tenaga sedikit tapi aku suka sapa Shopeenya apa yang di pesen datang dengan benar terimakasih Shopee,5,positif,02 Maret 2021
Marsih Maraih,Belanja d sopee g pernah kecewa barang nya g pernah gagal banyak diskon lagi pengirimanya juga cepat terima kasih sopee....,5,positif,11 Maret 2021
Mona Shintavia Situmorang,Shopee adalah salah satu apk belanja online andalan saya. Dalam sebulan saya berbelanja 7-10 kali dgn menggunakan aplikasi shopee dan saya tdk pernah kecewa ketika berbelanja online. Masukkan buat apk ini tolong voucher gratis ongkirnya di perbanyak lge.Karna pihak pembeli sangat berat menanggung ongkir yg ditetapkan oleh pihak shopee.Jika voucher gratis ongkir di kurangi/ditiadakan lge oleh pihak shopee setidaknya harganya harga ongkir yg ditetapkan tidak lebih besar dari pada harga barang.,5,positif,21 Februari 2021
child look,Pesanan cepat dan tepat waktu serta kualitas barang yg baik....bravo shopee,5,positif,16 Maret 2021
Vina_Vira_Vita Unyuk2,Terima kasih buat shopee yang sangat membantu sekali dalam urusan berbelanja untuk kebutuhan keluarga dan Aplikasi yg sangat bagus dan sangat respon banget dengan keluhan konsumen nya... Semoga kedepannya lebih baik dan sukses terus shopee... Mantaappp...!!!! Oke bangeett....!!!,5,positif,16 Februari 2021
Wahyu Din,Buat tim shopee..tolong di buat varian berat nya.. masa varian berat barang nya gak bisa di rubah... untuk varian harga tidak masalah. Kasihan buat pembeli . tolong dibantu.. Terimakasih Salam hangat buat tim shopee dari penjual By.orangbogorselaluramah,5,positif,23 Februari 2021
Anizma Hadiza,"Selalu suka belanja disini,,asalkan pintar2 cari barang direseller pasti selalu dpt barang bagus sesuai diskripsi",5,positif,27 Februari 2021
Iin Zul,Perbanyak gratis ongkir lagi.. trima kasih shoppe aplikasi paling rekomended.. untuk persoalan belanja online,5,positif,04 Maret 2021
Vina Wulandari,ecommers pertama yg saya pakai. dari dulu sampai sekarang paling nyaman pakai shopee. mudah digunakan juga,5,positif,08 Maret 2021
one and only exo,"Mau tanya dong, kenapa di shopee aku, setiap kali kasih penilaian, bintang nya gak bisa muncul ya ? Jadi kalo mau kasih penilaian, si bintang itu gak bisa kelihatan. Padahal udah perbaharui aplikasi, hapus cache shopee.. hasilnya tetep sama. SEMOGA DI JAWABAN DEH. 😌",5,positif,22 Februari 2021
Afit Luvye,"Pesan barang selalu, sesuai gambar, 🥰🥰🥰, harga terjangkau, dan cepat pengiriman nya",5,positif,08 Maret 2021
Yenita Ekasari,Shoppe the best deh banyak gratis ongkir trs ad cash back ny lagii belanja online jadi lebih mudah dan menguntung kan😆❤❤,5,positif,06 Maret 2021
rosalina elda palucky,Belanja gampang. Ada subsidi ongkir. Alhamdulillah puas.. pertahankan shopee..,5,positif,06 Maret 2021
Choirul Immam,Sdh berulang kali saya blanja online lwt Shopee..Alhamdulillah selalu amanah.. Terimakasih Shopee..moga mkin hari makin berkwalitas dlm melayani pelanggannya..,5,positif,03 Maret 2021
zahrully ramadhan,"Membantu banget buat yang seneng belanja online, menu menunya mudah dipahami. Tapi kalau lamar kerja di shopee agak susah tesnya nh. Gagal melulu kalo lamar di shopee udah gagal 2 kali. Mudah mudahan nanti ada kesempatan bisa lamar shopee saya bisa lolos.aminnn",5,positif,21 Februari 2021
Catur Surya IX TKJ 1,Aplikasi sangat berguna untuk semua kalangan untuk belanja online.Terima kasih shopee semoga makin sukses,5,positif,10 Maret 2021
Santi Susilawati,"Puas belanja d shopee banyak koin gratis ,bebas ongkir juga ,wah mantep abis pokonya sukses terus buat shopee pokonya 👍👍👍👍👍👍",5,positif,12 Maret 2021
alya alya,Apknya bagus banget Tapi banyakin dong vocer gratis ongkirnya tapi untuk yang bukan pengguna shopee pay:') karna saya setiap mau beli barang ongkirnya lebih besar di banding harga produknya :) Sekian terimakasi:)😁,5,positif,26 Februari 2021
deswizar abel,"Diantara online marketing,Shopee memang pilihan yang tepat dan terpecaya dan puas atas pelayananya",5,positif,05 Maret 2021
Ananda Putri,shoope produk2 nya sangat memuaskan bangeet.tempat belanja online terpercaya nomer 1 di indonesia.,5,positif,27 Februari 2021
rozi siswandi,"Banyak point2ny aplikasi gampang digunakan,baik untuk jualan dan sekedar belanja",5,positif,16 Maret 2021
NiTHa Cah Dheso,kualitas penjual lebih bagus di shopee barang yg dikirim selallu sesuai dengan foto dan aku pindah beli online di shopee aj😁😁😁😁,5,positif,04 Maret 2021
Ridwan Adjie,Pelayanan shope keren banyak promo dan free ongkir. Semoga para resellernya juga tidak mengecewakan,5,positif,15 Maret 2021
Oviana Retnosari,"Proses mudah, aman, ada ribuan seller dg berbagai produk sesuai yg kita inginkan,",5,positif,27 Februari 2021
Ira Haryani,Sukaaaaaaa!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Kalau blnja psti realpick,5,positif,13 Maret 2021
Muhammad Syaifuddin,Dengan menggunakan aplikasi shopee belanja lebih mudah dan menyenangkan selain itu hrga2nya jg terjangkau,5,positif,11 Maret 2021
Frengky Djara,"Kalo bisa kerja sama dengan lionparcel juga,biar pengirimannya lebih cepat buat kami di wilayah NTT",5,positif,09 Maret 2021
Adrian Maoelana,"Puas banget belanja d Shopee, bnyk gratis ongkir dr rp.0 ampe minim belanja rp.30rb, aq udh berkali-kali order via shopee tetep puas trz,,Gomawo Shopee ;V",5,positif,07 Maret 2021
Yeni Fitriana,"Shoope membantu banget,pada orang yang membutuhkan barang tapi mager tinggal pencet² aja barang nya dateng sendiri bisa COD lagi,dan gratis ongkir untuk pengguna baru,pokok nya sipp banget deh",5,positif,11 Maret 2021
Agus Saman,Baru mulai jualan sdh banyak yg respon baik harga maupun ongkirnya..sipp ..kualitas barang lebih oke ya,5,positif,10 Maret 2021
Putra Sahwandi Hasibuan,Kualitas aplikasi Nya kelihatan di dunia ini yang mau orang yang tidak bisa nga kau dapat hidup di dunia ini yang mau orang-orang mna yg di buat oleh karena itu ia juga tidak bisa di hapus semua pelajaran bahasa Indonesia di mata masyarakat Indonesia khususnya remaja yang memiliki nilai ekonomis untuk interview with the iron man dan yang paling banyak digunakan oleh para ahli di bidang pendidikan di Indonesia di mata masyarakat Indonesia yang di jual dari ribuan toko online di Indonesia di mata,5,positif,08 Maret 2021
Rois Pepep,Shopee mantap tapi belum bisa membantu menambah limit pinjmaman. Padahal saya sudah berusaha...,5,positif,08 Maret 2021
Arka Nabil,"Alhamdulillah, bener bener gak bisa berhenti bersyukur saya, rejeki dari Allah diperantarakan lewat shopee, shopee sngat membantu skali dlam perokonomian saya, Alhamdulillah Alhamdulillahhirtobbil'alamin pokoknya, the bestlah shopee, SEMOGA slalu sukses, dan mengayomi rakyat kecil sperti saya, makasih shopee maksih skali sudah mempermudah saya dlam perokonomian.",5,positif,23 Februari 2021
Aep Saepudin,"Pengalaman belanja yang sangat menyenangkan..selain dapat produk yang kita cari, kita juga dapat koin shopee dan juga voucher voucher lainnya. Ada gamenya juga lho untuk mendapatkan koin dan voucher..wahhhhh mantap sekali..buruan yg belum download. Instal sekarang apk ini...banyak keuntungan yg kita dapat... Happy shopping😊",5,positif,24 Februari 2021
Batik Adinda,Terima kasih shopee aplikasi ini sangat bagus bisa gratis ongkir extra dan bayar ditempat (cod),5,positif,11 Maret 2021
Ay Ahdan,"Kenapa shopee candy saya ga bisa kebuka ya. terhenti di level 410,,barangkali as da solusi nya.",5,positif,01 Maret 2021
Mey Kui Yang,Sesuai janjiku padamu Shoppe... Layak dpt bintang 5 ... Shoppe cepat tanggap dlm membantu Penyelesaian Mslh antara buyer & Seller... good job 👍👍👍👍👍,5,positif,01 Maret 2021
Rifki pjm Kosong Dlapan,"Aplikasi belanja mudah segala sesuatu kebutuhan ada, penjual pada ramah dan pelayananya cepat.",5,positif,16 Maret 2021
sani oktavie,"Awal dulu prnh kecewa,myungkin Krn blum tau sela cari toko yg amanah n berkualitas. Tp kedua kali n smp skrg Alhamdulillah gk prnh kecewa n barang selalu sesuai deskripsi. Udah 3 tahun lbh langganan shopee..",5,positif,04 Maret 2021
Street Punk Life #KehidupanJalanan,Sangat senang menggunakan aplikasi jual beli ini terimakasih banyak untuk pembuat aplikasi ini pokoknya suka sekaliiiii😍🤩😘😘😘😘,5,positif,04 Maret 2021
Arie Nizar Sidqi,Aplikasinya isinya pada nuntut spaylater sama pinjaman online. Aku saja gak di pakai spaylater dan pinjamannya.🤔,5,positif,27 Februari 2021
Endon Sutrisno,Suka blj di shopee krn barangnya bagus2 dan harga lebih murah dan bergaransi lagi penjual gak kirim brg pesanan otomatis dibatalkan dan uang kembalu,5,positif,08 Maret 2021
Rachma 25,Sy pelanggan setia shopee...tdk pindah kelain hati...maju terus utk shopee....kpn saya bisa dpt doorprize dari shopee ya,5,positif,14 Maret 2021
Ririn Agustin,Suka bangetttt sama shoppe... bisa mempermudah belanja.. bisa memilih harganya d setiap toko.. mksh shoppe.. sering2 promo ya...,5,positif,04 Maret 2021
dragon white,"Semua fitur bagus, banyakin/naikkan lagi saja cash back nya wahai shopee. Biar makin sering belanja. Terima kasih",5,positif,11 Maret 2021
Agus Tomy Sumantri,"Sya mau coba shopee food di apk shopee tp knp ga ada ya, mohon bantuannya . Tks.",5,positif,11 Maret 2021
Hary Awan,Kenapa sekarang gx da potongan ongkir ya untuk luar jawa..biasanya ada potongan ongkir 40.000 sekarang gx ada,5,positif,14 Maret 2021
Isnaini Dzulhaiba,"Fastrespon sekali.. pengalaman pernah bermasalah sama jasa pengiriman,tpi alhamdulillah barangnya ketemu",5,positif,09 Maret 2021
Icha Dewi,"Koin makin pelit. Makin memburuk saja. Kesempatan dapatkan koin menipis. Game goyang sudah tidak ada, game tangkap 1 hri cm 1× main. Jelek amat skarang. Cashback susah didpat, tapi utk aplikasi ini ok. Tingkatkan ajj gamenya ya🙏",5,positif,09 Februari 2021
arie ariyanto,Aplikasi Belanja Daring yang sangat bersaing.. ditambah lagi ada PayLeter-a makin mantap aja...,5,positif,08 Maret 2021
Reef pect,"Memuaskan belanja di shopee, dan sekarang ada fitur chekout 1000 lgsung gratis ongkir. Bayar pake shopeepay ya 😁",5,positif,03 Maret 2021
Eri Yadi,Tolong Resto yg kerja sama dengan shoope food taro titik nya lebih jelas soalnya kendala di lapangan Soalnya driver hanya ikutin MAP shopee,5,positif,13 Maret 2021
Rohan Raynaldi padang,Saya sangat suka sekali soalnya barang barang nya bagus dan pengiriman nya juga cepat terima kasih shoope,5,positif,02 Maret 2021
Muhammad Anwar,Mantao apk nya ga ngecewain klo belanja di sini dari thn 2015 sampe sekarang selalu blanja di sini ......ajibbbbbb,5,positif,10 Maret 2021
Keyla Mas,"Sangat bagus saya sangat berpengalaman di aplikasi ini ayo download jangan ragu"" untuk mendownload",5,positif,24 Februari 2021
Indah Suryani,"Pengiriman tepat waktu, barang no tipu², kurirnya ramah baik pula terimakasih shoppe...",5,positif,25 Februari 2021
Mbolang Mania,Sungguh sangat membantu untuk para pengusaha rumahan yg baru merintis bisnis ... terimakasih shopee,5,positif,05 Maret 2021
Noven Susanto,Terimakasih Shopee.... Mantap jiwa.. banyak cashback dan gratis ongkir nya.. sukses selalu,5,positif,11 Maret 2021
MUSLIMAH SUNNAH,Shopiee sangat membantuku dalam berbelanja apalagi dimasa pandemi ini tingkatkan terus pelayannya agar lebih memuaskan konsumen sukses buat shopiee,5,positif,27 Februari 2021
Nawa Meyde,bagus...aplikasi belanja online yang sangat membantu saya dalam belanja online sehari-hari.....,5,positif,07 Maret 2021
Aphraditha Zahra Arrahmi,Bagus banget ini aplikasi nya saya suka aplikasi nya rame lagi bisa main games saya kasih bintang lima deh,5,positif,08 Maret 2021
Margareth Tambunan,Aaaa bagus banget gak sia sia download dan belanja di shoope pelayanan nya bagus aplikasi nya bagus top deh kalau shoppe,5,positif,01 Maret 2021
Dewi Lampung,Aku kasih bintang 5 deh.. mudah.mudahan cepet dapet spaylater jadi biar tambah semangat belanja nya,5,positif,16 Maret 2021
Pengguna Google,"Belanja di shopee aman dan nyaman. Dana kita ga bakalan raib jk pesanan yg kita terima ga sesuai. Jgn lupa sll baca review2 nya dl dan klik lepas dana stlh yakin pesanan yg kita terima sdh baik2 aja, ga ada masalah. Jk review bagus, penjualnya biasanya baik dan kooperatif. Selama berbelanja dg shoppe....sll merasa nyaman. Semoga yg baik tetap terjaga, dan yg krg menjadi baik ya",5,positif,17 Februari 2021
Iet,"Banyak discount,voucher, promo dan games2nya.rekomen marketplace.👍👍👍",5,positif,17 Maret 2021
Hafidz Rokhmatulloh,Saya selalu belanja di Shopee.... Kualitas barang terjamin. Harga juga bersaing.,5,positif,11 Maret 2021
Ferlinda Amalia,"lebih tingkatkan lagi fitur² di shopee ke semua orang, jangan hanya orang yg terpilih the best lah",5,positif,14 Maret 2021
Yati Maryati,"Apl belanja online yg bagus, tingkatkan lagi biar gambar dan barang serta spepikasi barang sesuai.",5,positif,07 Maret 2021
Sa Lisa,Bagus banget apk nya buat belanja dan berguna banget yabg jarang keluar rumah aku saranin buat download apk ini maksi😊,5,positif,05 Maret 2021
RIDA LUBIS,Semakin nyaman belanja dishopee...respon cepat...pengiriman cepat..utama tuk pengembalian barang lbh mudah....dibanding dengan toko sebelah......pastinya kami semakin nyaman dan puas ....dan pengen terus dan terus belanja segala kebutuhan di shopeee.....SHOPEE IS THE BEST....,5,positif,26 Februari 2021
Chatrine Carmelin,"Sejauh ini puas dengan pelayanan shopee, khususnya untuk gratis ongkirnya. Terimakasih shopee",5,positif,16 Maret 2021
fazia 27,"Selalu langganan dengan shopee,semoga bisa lebih banyak lagi bonus dan voucher diskon nya yah ehhehee",5,positif,08 Maret 2021
mbring nugroho,"mantap, shopee , adminya pengen di gebugin kali sama gua, untung gua orgnya sabaran, kalo ngga sabar udah gua bakar tuh adminya,",5,positif,11 Maret 2021
Rudi Hamonangan,Terimakasih shoope aplikasi terperca se-indonesia saya sudah 15 kali memesa di shoope dan saya tidak perna kecewa saya telah memesan: -sprei-sepatu-pembatas buku2×-jas2×-sepatu sneakers-perhiasan dll.. Saya sangat senang kurirnya ramah bisa Free ongkir dan COD saya sangat senang terimakasih shoope SMS(Shoope Mantul Sale) Terimakasih🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏 🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄,5,positif,26 Februari 2021
Rofiatul Mauliddina,"Shopeee mantab banget, sukak belanja di shopee, tapi knapa sampai saat ini aku belom dapet shopeepay later 😥",5,positif,14 Maret 2021
Fadillah Kendari9,"Saya suka shopee krn cepat tanggapan nya apabila ada sesuatu yg di batalkan, dan bertanggung jawab. Dan kalau bisa tingkatkan lagi limit ongkir gratisnya sampai 3 atau4 kali sehari.",5,positif,07 Maret 2021
Bernard Sugiarto,"Barang barang yg tidak ditemukan di app online shop sebelah semua nya ada disini, best lah shopee",5,positif,11 Maret 2021
Teguh Purwanto,Saya sukanya untuk sistem pembayaranya. Jadi menahan sekali untuk agar tidak tertipu sama penjual,5,positif,02 Maret 2021
Alamsyah Ansari,Banyak pilihan untuk belanja Online & banyak gratis ongkir nya (tapi melalui shopee pay & Spaylatter) Thaqs shopee,5,positif,16 Maret 2021
Wahyu Bagaskara,Aplikasi jelek jualan GK sesuai gambarrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr tapi boong . Aplikasi sangat membantu untuk ber bisnis,5,positif,27 Februari 2021
Samuel Christopel,"Aplikasi nya bagus, tidak hanya sekedar berbelanja namun dapat menghasilkan uang tanpa modal dengan fitur Shoope Tanam, banyak promo menariknya juga... buruan download!!!!",5,positif,28 Februari 2021
Dee Nathwani,Shopee adalah aplikasi yg cukup memuaskan bagi customernya. Krn menjadi jembatan antara penjual dan pembeli supaya mencegah terjadinya tindak penipuan. Memberikan diskon dan voucher cukup banyak. Semoga shopee kedepannya lebih sukses dan selalu menjadi kepuasan dalam penggunanya. Terima kasih :),5,positif,22 Februari 2021
Vita Nisa,Utk saat ini pemakaiannya masih bagus dan normal nggak ada kendala. Semoga makin jaya buat shopee,5,positif,15 Maret 2021
085377777845 ALI,Shopee 1000% Aman dan amanah... Soal harga terjangkau dan bisa bersaing di pasar manapun ..Shopee Murah Se indonesia raya ..dan shopee memberikan diskon besar besaran...kalian hnya butuh kesabaran dan ketelitihan dalam memilih tokoh tokoh nya...terimaksih bwt shopee telah memudahkan dan memberikan harga yang sangat Fantastis Muraaaah 1000% Halal dan Aman.Pokok nya barang saya di rumah Serba Dari Shopee.karna murah nya dan kulitas original nya terjamin.hemat hingga 50% dari harga pasar biasa..,5,positif,05 Maret 2021
Nisano Momogie26,"aplikasi belanja online yang paling terjangkau, banyak pilihan toko, juga banyak gratis ongkir (meskipun tidak cuma"" sekarang, harus beli juga menggunakan shopee pay) tapi tetep jadi olshop pertama buat cari apa"" di masa pandemik begini.",5,positif,21 Februari 2021
Bima Ardiyanto Wibowo,"Aku beralih karena olshop yg warna ijo,, habis ada masalah.. dan di sini banyak gratis ongkir",5,positif,13 Maret 2021
Feri Feri,"Alhamdulillah ada shopee,,bisa belanja n nambah2 rejeki..terimakasih shopee,vochernya dtambah donk...trs klu vocherx ndk bisa dgunakan tolong jgn d upload.percuma tdk bisa dpakai.sekarang cashback juga mulai berkurang....untuk vocher & cashbacknya udah tak seperti dulu😭😭😭😭😭😭😭😭😭",5,positif,28 Februari 2021
virgina prita23,"Shopee emang the best lah..Barang nya murah²,tapi ongkir nyaa😌tapi the best lah apl nyaa...",5,positif,11 Maret 2021
pratiwi syahar,"Puas pake Shopee... Cuma koin ku sering kadaluarsa. Mau nya kan, gak usah pake expired",5,positif,13 Maret 2021
Mohammad Soleh,Shopee Menjadiakan semuanya menjadi mudah dan amanah... Belanja di shopee bikin ketagihan karna kebanjiran diskon dan vocer lainya...,5,positif,12 Maret 2021
erik irawan,"Ok. Trus skrng sdh ad shoppe pay later,jdi bisa buat usaha yg mau kredit.di tambah lgi ad S pinjam Sukses selalu buat shopee.semoga tambah amanah",5,positif,03 Maret 2021
Setya Wardhani,Terima kasih shopee ...semenjak pakai aplikasi ini buat jualan omset tiap bulan naik terus...😘😘😘😘,5,positif,16 Maret 2021
Hanny Kunady,"Terima kasih kepd shoppe telah banyak membantu, apa yg kita cari selalu ada dan mempermudah.",5,positif,17 Maret 2021
AyuBiggBos Muda,"aku mau tanya, kan aku udah gold, kok turun ke silver. .kira-kira kenapa yaa?",5,positif,06 Maret 2021
Maya Handayani,Saya ini sering belanja di shopee tp kok gk pernah dpy paylater ya...semoga saya akan dikasih paylater...,5,positif,27 Februari 2021
Suryamah,"Shopee keren dech pokoknya, brng apa aja yg dibutuhkan apa aja ada, murah-murah dan berkualitas...apalagi bnyk gratis ongkirnya, cod pula...good...good...keren.",5,positif,17 Februari 2021
ZIYAN 15,selama belanja online di shopee blm pernah mengalami kendala yg berarti. pokoknya the best deh...👍👍👍,5,positif,07 Maret 2021
Feni Alvin,😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘 Mantul deh shopee .......... Shopee semakin bertahun2 semakin puas pelayanannya😘😘 pelayanan customernya mantul.. 👍👍👍👍 mantap shopee🤩🤩🤩🤩. Hanya 1 kata untuk shopee semoga sukses terus ya..😘 SHOPEE Pelayananya sangat memuaskan.. Customernya baik2 & ramah2. Tingkatkan Ya. shopee IS THE BEST 👍👍👍👍😘😘😘😘😘😘😘😘😘😘😘😘😘,5,positif,08 Maret 2021
Noviandi_,"Ka ini aplikasi paling bagus untuk belanja online apalagi di tambah fitur shopee paylater,kalo bisa diadakan ka fitur pinjaman seperti aplikasi sebelah pasti lebih bagus dengan tenor waktu lama dan cicilan semoga aja ka di ajukan komentar saya biar bisa pinjam uang di shope kalo aplikasi sebelah bunga nya besar",5,positif,19 Februari 2021
Jakajasmani Jasmani,"Aplikasi apa ini!jelek banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!tapi bohong hayuk,apk ini bagus untuk belanja online,tapi ongkirnya yg tidak tanggung karna mahal,",5,positif,23 Februari 2021
Rudi Anto,"Belanja di shopee sangat mudah dan terjamin keamanannya, cuman ada satu kekurangan nih, ketika saya mau bayar air PDAM untuk wilayah saya Kab. Kotabaru KalSel belum terlacak di aplikasinya, jdi gk bisa deh bayar AIR PDAM lewat Shopee. semoga kedepannya ditingkatkan dan bisa lebih baik lagi. Terimakasih shopee",5,positif,21 Februari 2021
Alfi Amalia,"Belanja lebih gampang pakai shopee, karena bayarnya pakek shopee pay, tinggal transfer uangnya terus check out barang deh",5,positif,03 Maret 2021
Dom Mino,"Belanja di Shopee aman,tidak takut di tipu.karna uang yang terkirimpun aman,sebelum barang sampai ke pembeli uang tdk lansung ditransfer kepenjual, jadi aman uang kita kalau ada penipuan.trimakasih shopee",5,positif,16 Maret 2021
husna Ayu,"Semenjak pake shopee, sekarang kalau mau belanja online ga ribet ribet lagi, apalagi kalau gratis ongkir jadi tambah semangat dong, ditambah lagi kalau pas promo☺️ terimakasih shopee🙏",5,positif,10 Maret 2021
Wahyu Wibowo,"Trimakasih shopee, blanja dishopee sangat menyenagkan, beli barang dari yg murah sampai yg mahal ada, bisa disesuaikan bajet yg disaku, harga sesuai kualitas, yg lebih menyenangkan banyak promo gratis ongkir, terimakasih shopee mantap mantap tap tap tap,,,",5,positif,01 Maret 2021
Nawang Wulandari,Belanja di shopee sangat memuaskan Walaupun kadang ada masalah d pengiriman barang Tapi pihak shopee bisa menyelesaikan masalah dengan baik... Terima kasih shopee Tetap jadi yg terbaik buat pelanggan setia mu...,5,positif,26 Februari 2021
Fauzi,"Efektif untuk belanja tanpa harus ke toko, banyak variasi dan penjualnya dalam aplikasi ini.",5,positif,13 Maret 2021
Tika Noviyanti,"Tempat belanja online favorit aku ya cuma shopee ,, semogaa semakin banyak promo menariknya dari shopee..",5,positif,12 Maret 2021
Mia 86,"Shopee is the best, pngntaran cpt dan harga terjangkau..love love deh buat shopee.",5,positif,06 Maret 2021
Doni Putra,"Allhamdulilah semenjak aku pke aplikasi shopee semua kebutuhan rumah tangga ku terpenuhi,respon raseler nya ramah,kurir nya cepat,setiap bulan ada promonya,barang bagus sesuai yg diposting...maksih pihak shopee semoga sukses selalu...Aamiin",5,positif,15 Februari 2021
Video Random,"Banyak diskon, diskon ongkir ada mall jual barang ORI, dan masih banyak lg.....",5,positif,06 Maret 2021
Meryta Melawati,"Buat shoppe,mohon dipercepat masa pengemasannya ya .itu sangat mengganggu sekali,karena kelamaan. Ditakutkan yang dipesan itu barang penting yg sangat ditunggu² . Terimakasih",5,positif,07 Maret 2021
inda lestari,"Unchhhhhhh, seneng banget akutuh dapet apk yang sekeren ini sumpah.. Barang yang aku pesen gak pernah tuh bermasalah sama sekali, selalu puas sama barangnya.. Pokoknya mantaps jiwa buat Shopee🥰😇😍😘",5,positif,06 Maret 2021
WILY CLOUD,"Saya di mudahkan mencari barang yang saya inginkan, hampir semua ada di sini.",5,positif,16 Maret 2021
rani mahesa,Bagusss. Semoga gratis obgkir ini berjalan terus sampai kapan pun. Mayan buat bertahan hidup,5,positif,06 Maret 2021
rina fy,Super duper aplikasi belanja online terpecaya.Sampai sekarang... Semoga semakin sukses kedepannya👍,5,positif,05 Maret 2021
